GS	SIZE	SOURCE	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Signal	FDR (median)	glob.p.val
GSE360_T_GONDII_VS_M_TUBERCULOSIS_MAC_DN	156	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_T_GONDII_VS_M_TUBERCULOSIS_MAC_DN	0.24597	1.0138	0.4512	0.78158	1	0.199	0.17	0.167	0.74947	0.134
GSE3982_NEUTROPHIL_VS_EFF_MEMORY_CD4_TCELL_DN	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_NEUTROPHIL_VS_EFF_MEMORY_CD4_TCELL_DN	0.19948	1.0134	0.4033	0.78163	1	0.28	0.282	0.204	0.74833	0.134
GSE27786_NKCELL_VS_ERYTHROBLAST_UP	178	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_NKCELL_VS_ERYTHROBLAST_UP	0.19867	1.0131	0.4184	0.78123	1	0.18	0.179	0.15	0.74749	0.131
GSE3982_BCELL_VS_CENT_MEMORY_CD4_TCELL_DN	130	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_BCELL_VS_CENT_MEMORY_CD4_TCELL_DN	0.25915	1.0129	0.3949	0.78051	1	0.238	0.162	0.202	0.74802	0.131
GSE13306_TREG_VS_TCONV_SPLEEN_DN	155	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13306_TREG_VS_TCONV_SPLEEN_DN	0.21214	1.0124	0.4235	0.7807	1	0.323	0.296	0.23	0.74745	0.131
GSE360_HIGH_VS_LOW_DOSE_B_MALAYI_MAC_DN	161	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_HIGH_VS_LOW_DOSE_B_MALAYI_MAC_DN	0.20755	1.0117	0.4112	0.78195	1	0.236	0.204	0.19	0.74968	0.133
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_UP	154	http://www.broadinstitute.org/gsea/msigdb/cards/GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_UP	0.25345	1.0116	0.3975	0.78069	1	0.247	0.197	0.2	0.74825	0.132
GSE3982_MAST_CELL_VS_NKCELL_DN	139	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_MAST_CELL_VS_NKCELL_DN	0.26328	1.0114	0.4232	0.78015	1	0.345	0.269	0.255	0.74828	0.128
GSE12845_NAIVE_VS_PRE_GC_TONSIL_BCELL_DN	185	http://www.broadinstitute.org/gsea/msigdb/cards/GSE12845_NAIVE_VS_PRE_GC_TONSIL_BCELL_DN	0.21449	1.0111	0.4387	0.77979	1	0.362	0.352	0.238	0.7483	0.128
GSE7460_TCONV_VS_TREG_THYMUS_UP	160	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7460_TCONV_VS_TREG_THYMUS_UP	0.22383	1.0109	0.4328	0.77893	1	0.188	0.144	0.163	0.7471	0.127
GSE17721_0.5H_VS_12H_GARDIQUIMOD_BMDM_DN	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_0.5H_VS_12H_GARDIQUIMOD_BMDM_DN	0.21015	1.0104	0.4111	0.7795	1	0.16	0.15	0.138	0.74621	0.128
GSE26495_NAIVE_VS_PD1HIGH_CD8_TCELL_DN	159	http://www.broadinstitute.org/gsea/msigdb/cards/GSE26495_NAIVE_VS_PD1HIGH_CD8_TCELL_DN	0.26342	1.0102	0.431	0.77852	1	0.296	0.196	0.24	0.74528	0.127
GSE16522_MEMORY_VS_NAIVE_ANTI_CD3CD28_STIM_CD8_TCELL_UP	167	http://www.broadinstitute.org/gsea/msigdb/cards/GSE16522_MEMORY_VS_NAIVE_ANTI_CD3CD28_STIM_CD8_TCELL_UP	0.20056	1.009	0.4163	0.78149	1	0.174	0.143	0.151	0.7488	0.128
GSE3982_DC_VS_MAC_LPS_STIM_DN	156	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_DC_VS_MAC_LPS_STIM_DN	0.23704	1.0086	0.4493	0.78125	1	0.192	0.137	0.168	0.74796	0.128
GSE29618_BCELL_VS_PDC_DAY7_FLU_VACCINE_DN	167	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29618_BCELL_VS_PDC_DAY7_FLU_VACCINE_DN	0.24883	1.008	0.4325	0.78237	1	0.216	0.158	0.184	0.74753	0.129
GSE17721_LPS_VS_CPG_12H_BMDM_DN	163	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_CPG_12H_BMDM_DN	0.23188	1.0076	0.412	0.78222	1	0.288	0.242	0.221	0.74914	0.128
GSE24142_DN2_VS_DN3_THYMOCYTE_UP	161	http://www.broadinstitute.org/gsea/msigdb/cards/GSE24142_DN2_VS_DN3_THYMOCYTE_UP	0.26506	1.0071	0.4283	0.78271	1	0.304	0.216	0.241	0.74881	0.129
GSE2706_UNSTIM_VS_2H_R848_DC_UP	162	http://www.broadinstitute.org/gsea/msigdb/cards/GSE2706_UNSTIM_VS_2H_R848_DC_UP	0.19323	1.0069	0.4196	0.78189	1	0.105	0.0742	0.0984	0.7489	0.128
GSE360_L_MAJOR_VS_B_MALAYI_LOW_DOSE_MAC_UP	146	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_L_MAJOR_VS_B_MALAYI_LOW_DOSE_MAC_UP	0.22412	1.0064	0.4414	0.78224	1	0.267	0.237	0.206	0.74949	0.128
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_12H_UP	180	http://www.broadinstitute.org/gsea/msigdb/cards/GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_12H_UP	0.21963	1.0055	0.4478	0.78409	1	0.311	0.288	0.225	0.75196	0.129
GSE1448_CTRL_VS_ANTI_VBETA5_DP_THYMOCYTE_DN	161	http://www.broadinstitute.org/gsea/msigdb/cards/GSE1448_CTRL_VS_ANTI_VBETA5_DP_THYMOCYTE_DN	0.23416	1.0048	0.43	0.78517	1	0.267	0.227	0.209	0.7517	0.13
GSE2706_UNSTIM_VS_2H_LPS_DC_UP	140	http://www.broadinstitute.org/gsea/msigdb/cards/GSE2706_UNSTIM_VS_2H_LPS_DC_UP	0.24914	1.0045	0.4567	0.78478	1	0.207	0.183	0.171	0.75236	0.13
GSE360_L_MAJOR_VS_M_TUBERCULOSIS_DC_DN	156	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_L_MAJOR_VS_M_TUBERCULOSIS_DC_DN	0.22221	1.0025	0.4388	0.79053	1	0.147	0.133	0.129	0.75874	0.134
GSE14308_TH2_VS_NATURAL_TREG_UP	171	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14308_TH2_VS_NATURAL_TREG_UP	0.20716	1.0023	0.4392	0.79006	1	0.246	0.234	0.191	0.76051	0.133
GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_DN	157	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_DN	0.22368	1.0022	0.4177	0.78895	1	0.293	0.241	0.225	0.75911	0.133
GSE360_DC_VS_MAC_T_GONDII_UP	143	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_DC_VS_MAC_T_GONDII_UP	0.25209	1.0018	0.4056	0.78902	1	0.231	0.162	0.196	0.75903	0.133
GSE360_DC_VS_MAC_M_TUBERCULOSIS_DN	176	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_DC_VS_MAC_M_TUBERCULOSIS_DN	0.21187	1.0017	0.442	0.78778	1	0.278	0.234	0.216	0.75764	0.131
GSE30962_PRIMARY_VS_SECONDARY_ACUTE_LCMV_INF_CD8_TCELL_UP	166	http://www.broadinstitute.org/gsea/msigdb/cards/GSE30962_PRIMARY_VS_SECONDARY_ACUTE_LCMV_INF_CD8_TCELL_UP	0.31832	0.99884	0.4533	0.79704	1	0.337	0.248	0.257	0.76941	0.14
GSE7460_CTRL_VS_TGFB_TREATED_ACT_FOXP3_MUT_TCONV_DN	141	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7460_CTRL_VS_TGFB_TREATED_ACT_FOXP3_MUT_TCONV_DN	0.23478	0.9982	0.4336	0.79789	1	0.227	0.191	0.185	0.76994	0.14
GSE1448_ANTI_VALPHA2_VS_VBETA5_DP_THYMOCYTE_DN	156	http://www.broadinstitute.org/gsea/msigdb/cards/GSE1448_ANTI_VALPHA2_VS_VBETA5_DP_THYMOCYTE_DN	0.21644	0.99634	0.4496	0.80316	1	0.186	0.172	0.156	0.77603	0.144
GSE5463_CTRL_VS_DEXAMETHASONE_TREATED_THYMOCYTE_UP	181	http://www.broadinstitute.org/gsea/msigdb/cards/GSE5463_CTRL_VS_DEXAMETHASONE_TREATED_THYMOCYTE_UP	0.2032	0.99631	0.448	0.80186	1	0.16	0.167	0.135	0.77489	0.144
GSE17721_LPS_VS_POLYIC_8H_BMDM_DN	176	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_POLYIC_8H_BMDM_DN	0.20421	0.99601	0.4398	0.80158	1	0.153	0.131	0.135	0.77513	0.141
GSE17721_POLYIC_VS_GARDIQUIMOD_4H_BMDM_UP	174	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_POLYIC_VS_GARDIQUIMOD_4H_BMDM_UP	0.19155	0.9954	0.4823	0.80238	1	0.103	0.101	0.0942	0.7769	0.142
GSE17721_CPG_VS_GARDIQUIMOD_12H_BMDM_UP	143	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CPG_VS_GARDIQUIMOD_12H_BMDM_UP	0.2398	0.99487	0.4276	0.80294	1	0.161	0.15	0.138	0.7768	0.143
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_CORD_BLOOD_UP	184	http://www.broadinstitute.org/gsea/msigdb/cards/GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_CORD_BLOOD_UP	0.24459	0.99479	0.4603	0.80185	1	0.179	0.135	0.157	0.77596	0.142
GSE17721_0.5H_VS_4H_CPG_BMDM_DN	165	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_0.5H_VS_4H_CPG_BMDM_DN	0.21587	0.99418	0.4808	0.80273	1	0.182	0.17	0.153	0.77703	0.141
GSE9988_LOW_LPS_VS_VEHICLE_TREATED_MONOCYTE_DN	171	http://www.broadinstitute.org/gsea/msigdb/cards/GSE9988_LOW_LPS_VS_VEHICLE_TREATED_MONOCYTE_DN	0.24028	0.99393	0.4636	0.80221	1	0.269	0.234	0.209	0.7759	0.141
GSE27786_CD8_TCELL_VS_NKTCELL_UP	143	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_CD8_TCELL_VS_NKTCELL_UP	0.20896	0.99329	0.4626	0.8031	1	0.203	0.196	0.165	0.77553	0.142
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_FETAL_UP	168	http://www.broadinstitute.org/gsea/msigdb/cards/GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_FETAL_UP	0.25882	0.99315	0.4367	0.80215	1	0.274	0.204	0.221	0.77481	0.141
GSE360_L_DONOVANI_VS_T_GONDII_DC_DN	153	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_L_DONOVANI_VS_T_GONDII_DC_DN	0.21653	0.99307	0.4506	0.80099	1	0.222	0.2	0.18	0.77421	0.14
GSE17721_0.5H_VS_24H_GARDIQUIMOD_BMDM_DN	183	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_0.5H_VS_24H_GARDIQUIMOD_BMDM_DN	0.19517	0.99297	0.4438	0.79991	1	0.202	0.215	0.161	0.77283	0.139
GSE24142_ADULT_VS_FETAL_EARLY_THYMIC_PROGENITOR_UP	168	http://www.broadinstitute.org/gsea/msigdb/cards/GSE24142_ADULT_VS_FETAL_EARLY_THYMIC_PROGENITOR_UP	0.22749	0.99278	0.4345	0.79912	1	0.244	0.183	0.202	0.77214	0.135
GSE3982_DC_VS_TH2_DN	166	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_DC_VS_TH2_DN	0.21418	0.99233	0.4351	0.79931	1	0.271	0.233	0.211	0.77258	0.137
GSE37416_0H_VS_6H_F_TULARENSIS_LVS_NEUTROPHIL_UP	176	http://www.broadinstitute.org/gsea/msigdb/cards/GSE37416_0H_VS_6H_F_TULARENSIS_LVS_NEUTROPHIL_UP	0.19375	0.99159	0.462	0.80071	1	0.182	0.195	0.148	0.77371	0.137
GSE17721_LPS_VS_CPG_4H_BMDM_DN	166	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_CPG_4H_BMDM_DN	0.20032	0.99156	0.4594	0.7994	1	0.271	0.268	0.201	0.77234	0.135
GSE10325_CD4_TCELL_VS_MYELOID_UP	160	http://www.broadinstitute.org/gsea/msigdb/cards/GSE10325_CD4_TCELL_VS_MYELOID_UP	0.22754	0.99111	0.4644	0.79963	1	0.388	0.326	0.264	0.77276	0.134
GSE18148_CBFB_KO_VS_WT_TREG_UP	118	http://www.broadinstitute.org/gsea/msigdb/cards/GSE18148_CBFB_KO_VS_WT_TREG_UP	0.22197	0.99021	0.4921	0.80151	1	0.186	0.149	0.16	0.77491	0.137
GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP	166	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP	0.3394	0.99006	0.4723	0.80067	1	0.446	0.313	0.31	0.77434	0.134
GSE27786_NEUTROPHIL_VS_MONO_MAC_UP	168	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_NEUTROPHIL_VS_MONO_MAC_UP	0.18978	0.98833	0.4955	0.80563	1	0.22	0.198	0.179	0.78123	0.141
GSE14350_TREG_VS_TEFF_IN_IL2RB_KO_DN	118	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14350_TREG_VS_TEFF_IN_IL2RB_KO_DN	0.25878	0.9878	0.4577	0.80617	1	0.229	0.188	0.187	0.78181	0.14
GSE17580_TREG_VS_TEFF_UP	150	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17580_TREG_VS_TEFF_UP	0.21622	0.98779	0.4934	0.80479	1	0.26	0.236	0.201	0.78044	0.139
GSE11864_CSF1_PAM3CYS_VS_CSF1_IFNG_PAM3CYS_IN_MAC_DN	151	http://www.broadinstitute.org/gsea/msigdb/cards/GSE11864_CSF1_PAM3CYS_VS_CSF1_IFNG_PAM3CYS_IN_MAC_DN	0.23712	0.98683	0.4625	0.80682	1	0.212	0.166	0.179	0.78126	0.14
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY7_UP	166	http://www.broadinstitute.org/gsea/msigdb/cards/GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY7_UP	0.28627	0.98661	0.4608	0.80614	1	0.265	0.198	0.215	0.78087	0.137
GSE17721_LPS_VS_POLYIC_12H_BMDM_DN	168	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_POLYIC_12H_BMDM_DN	0.20832	0.98634	0.4667	0.80568	1	0.173	0.139	0.151	0.77969	0.138
GSE13411_PLASMA_CELL_VS_MEMORY_BCELL_DN	177	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13411_PLASMA_CELL_VS_MEMORY_BCELL_DN	0.22642	0.98561	0.4347	0.80707	1	0.362	0.311	0.253	0.78209	0.138
GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_UP	153	http://www.broadinstitute.org/gsea/msigdb/cards/GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_UP	0.21091	0.98513	0.5209	0.80739	1	0.288	0.287	0.207	0.78248	0.135
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_10H_UP	178	http://www.broadinstitute.org/gsea/msigdb/cards/GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_10H_UP	0.20751	0.98512	0.5137	0.80602	1	0.348	0.298	0.248	0.78112	0.135
GSE14308_TH1_VS_TH17_UP	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14308_TH1_VS_TH17_UP	0.21143	0.98415	0.4872	0.80814	1	0.152	0.15	0.131	0.78304	0.135
GSE17721_CTRL_VS_PAM3CSK4_6H_BMDM_DN	160	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_PAM3CSK4_6H_BMDM_DN	0.19901	0.98406	0.5106	0.80702	1	0.181	0.172	0.152	0.78191	0.134
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_0.5H_CD4_TCELL_DN	148	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_0.5H_CD4_TCELL_DN	0.23368	0.98381	0.4791	0.80658	1	0.176	0.16	0.149	0.78056	0.133
GSE17721_CPG_VS_GARDIQUIMOD_24H_BMDM_DN	163	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CPG_VS_GARDIQUIMOD_24H_BMDM_DN	0.19873	0.98315	0.5115	0.80746	1	0.178	0.17	0.15	0.78218	0.135
GSE9650_NAIVE_VS_EFF_CD8_TCELL_DN	163	http://www.broadinstitute.org/gsea/msigdb/cards/GSE9650_NAIVE_VS_EFF_CD8_TCELL_DN	0.24145	0.98271	0.5072	0.80758	1	0.282	0.231	0.22	0.7816	0.134
GSE20366_EX_VIVO_VS_DEC205_CONVERSION_NAIVE_CD4_TCELL_UP	161	http://www.broadinstitute.org/gsea/msigdb/cards/GSE20366_EX_VIVO_VS_DEC205_CONVERSION_NAIVE_CD4_TCELL_UP	0.23121	0.9826	0.4638	0.8066	1	0.255	0.196	0.207	0.78115	0.133
GSE17974_0H_VS_4H_IN_VITRO_ACT_CD4_TCELL_DN	157	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_0H_VS_4H_IN_VITRO_ACT_CD4_TCELL_DN	0.19276	0.98193	0.5302	0.80762	1	0.178	0.222	0.14	0.78121	0.134
GSE24142_DN2_VS_DN3_THYMOCYTE_DN	163	http://www.broadinstitute.org/gsea/msigdb/cards/GSE24142_DN2_VS_DN3_THYMOCYTE_DN	0.23755	0.98134	0.457	0.80822	1	0.27	0.215	0.215	0.7822	0.134
GSE360_L_MAJOR_VS_B_MALAYI_HIGH_DOSE_MAC_UP	136	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_L_MAJOR_VS_B_MALAYI_HIGH_DOSE_MAC_UP	0.22647	0.98071	0.4877	0.80925	1	0.154	0.12	0.137	0.7842	0.134
GSE22886_TCELL_VS_BCELL_NAIVE_UP	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_TCELL_VS_BCELL_NAIVE_UP	0.2388	0.98053	0.4812	0.80848	1	0.246	0.226	0.193	0.78397	0.134
GSE3337_CTRL_VS_4H_IFNG_IN_CD8POS_DC_DN	172	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3337_CTRL_VS_4H_IFNG_IN_CD8POS_DC_DN	0.20886	0.98038	0.4904	0.80759	1	0.163	0.161	0.138	0.78325	0.133
GSE3982_MAC_VS_BASOPHIL_UP	167	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_MAC_VS_BASOPHIL_UP	0.22716	0.97931	0.4912	0.81013	1	0.341	0.274	0.251	0.7859	0.134
GSE17721_POLYIC_VS_PAM3CSK4_0.5H_BMDM_UP	140	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_POLYIC_VS_PAM3CSK4_0.5H_BMDM_UP	0.22382	0.97928	0.499	0.80886	1	0.307	0.25	0.233	0.78456	0.134
GSE27786_LSK_VS_NKTCELL_UP	161	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_LSK_VS_NKTCELL_UP	0.21584	0.97905	0.4759	0.80837	1	0.391	0.322	0.269	0.78545	0.133
GSE17721_CPG_VS_GARDIQUIMOD_12H_BMDM_DN	170	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CPG_VS_GARDIQUIMOD_12H_BMDM_DN	0.21428	0.97874	0.4966	0.8081	1	0.271	0.246	0.207	0.78502	0.132
GSE3982_MAC_VS_NKCELL_DN	144	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_MAC_VS_NKCELL_DN	0.21882	0.97848	0.4738	0.80767	1	0.243	0.223	0.191	0.78436	0.132
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_6H_CD4_TCELL_DN	148	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_6H_CD4_TCELL_DN	0.2068	0.97811	0.5083	0.80763	1	0.0946	0.0671	0.0893	0.78325	0.131
GSE32423_MEMORY_VS_NAIVE_CD8_TCELL_IL7_UP	143	http://www.broadinstitute.org/gsea/msigdb/cards/GSE32423_MEMORY_VS_NAIVE_CD8_TCELL_IL7_UP	0.23259	0.97772	0.5144	0.80766	1	0.28	0.223	0.22	0.78293	0.131
GSE339_CD8POS_VS_CD4CD8DN_DC_IN_CULTURE_UP	161	http://www.broadinstitute.org/gsea/msigdb/cards/GSE339_CD8POS_VS_CD4CD8DN_DC_IN_CULTURE_UP	0.21249	0.97749	0.5	0.80719	1	0.124	0.106	0.112	0.78213	0.132
GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_24H_CD8_T_CELL_DN	169	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_24H_CD8_T_CELL_DN	0.19558	0.97667	0.5072	0.80887	1	0.124	0.119	0.111	0.78563	0.131
GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN	177	http://www.broadinstitute.org/gsea/msigdb/cards/GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN	0.2641	0.9765	0.4551	0.80813	1	0.226	0.155	0.194	0.78503	0.13
GSE17721_CTRL_VS_POLYIC_24H_BMDM_UP	169	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_POLYIC_24H_BMDM_UP	0.19738	0.97648	0.5219	0.80689	1	0.26	0.253	0.197	0.784	0.13
GSE17721_0.5H_VS_8H_LPS_BMDM_UP	174	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_0.5H_VS_8H_LPS_BMDM_UP	0.19549	0.97466	0.5113	0.81209	1	0.144	0.157	0.123	0.78868	0.135
GSE15659_CD45RA_NEG_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_UP	107	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15659_CD45RA_NEG_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_UP	0.24382	0.97417	0.5168	0.81251	1	0.364	0.291	0.261	0.79013	0.135
GSE27786_CD4_TCELL_VS_MONO_MAC_DN	163	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_CD4_TCELL_VS_MONO_MAC_DN	0.22393	0.97376	0.514	0.81275	1	0.16	0.133	0.14	0.79119	0.135
GSE29618_MONOCYTE_VS_MDC_DN	157	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29618_MONOCYTE_VS_MDC_DN	0.21752	0.97331	0.4706	0.81309	1	0.242	0.191	0.198	0.79134	0.135
GSE32423_IL7_VS_IL7_IL4_MEMORY_CD8_TCELL_UP	173	http://www.broadinstitute.org/gsea/msigdb/cards/GSE32423_IL7_VS_IL7_IL4_MEMORY_CD8_TCELL_UP	0.20198	0.97297	0.5401	0.81303	1	0.289	0.267	0.215	0.79057	0.135
GSE17721_LPS_VS_CPG_24H_BMDM_UP	148	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_CPG_24H_BMDM_UP	0.19903	0.97258	0.5573	0.81317	1	0.108	0.0917	0.0993	0.79068	0.135
GSE17721_0.5H_VS_24H_LPS_BMDM_UP	155	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_0.5H_VS_24H_LPS_BMDM_UP	0.20635	0.97255	0.5625	0.81193	1	0.297	0.277	0.217	0.78938	0.135
GSE360_CTRL_VS_T_GONDII_DC_UP	165	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_CTRL_VS_T_GONDII_DC_UP	0.25048	0.97253	0.5343	0.81065	1	0.139	0.0867	0.129	0.78807	0.134
GSE27786_LSK_VS_CD4_TCELL_UP	174	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_LSK_VS_CD4_TCELL_UP	0.20995	0.97208	0.5234	0.81085	1	0.305	0.285	0.221	0.78813	0.134
GSE17974_0H_VS_0.5H_IN_VITRO_ACT_CD4_TCELL_DN	126	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_0H_VS_0.5H_IN_VITRO_ACT_CD4_TCELL_DN	0.22391	0.97192	0.5242	0.81013	1	0.222	0.165	0.187	0.78722	0.134
GSE17721_PAM3CSK4_VS_GADIQUIMOD_12H_BMDM_DN	171	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_PAM3CSK4_VS_GADIQUIMOD_12H_BMDM_DN	0.22958	0.97149	0.4808	0.81036	1	0.146	0.104	0.133	0.78678	0.133
GSE17721_POLYIC_VS_GARDIQUIMOD_8H_BMDM_UP	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_POLYIC_VS_GARDIQUIMOD_8H_BMDM_UP	0.20714	0.97065	0.4946	0.81212	1	0.128	0.126	0.113	0.7879	0.134
GSE22886_DAY0_VS_DAY7_MONOCYTE_IN_CULTURE_DN	178	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_DAY0_VS_DAY7_MONOCYTE_IN_CULTURE_DN	0.20896	0.97055	0.5154	0.81111	1	0.191	0.181	0.159	0.78661	0.132
GSE3982_CTRL_VS_LPS_1H_NEUTROPHIL_DN	144	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_CTRL_VS_LPS_1H_NEUTROPHIL_DN	0.22258	0.97031	0.5086	0.81065	1	0.278	0.245	0.212	0.78748	0.132
GSE17721_CTRL_VS_GARDIQUIMOD_1H_BMDM_UP	154	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_GARDIQUIMOD_1H_BMDM_UP	0.19916	0.96991	0.5235	0.81076	1	0.227	0.206	0.183	0.78819	0.132
GSE339_EX_VIVO_VS_IN_CULTURE_CD4CD8DN_DC_UP	178	http://www.broadinstitute.org/gsea/msigdb/cards/GSE339_EX_VIVO_VS_IN_CULTURE_CD4CD8DN_DC_UP	0.18821	0.96954	0.573	0.81065	1	0.236	0.213	0.188	0.78751	0.13
GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP	168	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP	0.32924	0.9694	0.4805	0.80977	1	0.411	0.293	0.294	0.78655	0.13
GSE28237_EARLY_VS_LATE_GC_BCELL_DN	170	http://www.broadinstitute.org/gsea/msigdb/cards/GSE28237_EARLY_VS_LATE_GC_BCELL_DN	0.20589	0.96917	0.5348	0.80926	1	0.3	0.25	0.228	0.78559	0.129
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_UP	160	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_UP	0.22686	0.96909	0.4933	0.80823	1	0.206	0.169	0.173	0.78432	0.128
GSE32423_IL7_VS_IL7_IL4_NAIVE_CD8_TCELL_DN	169	http://www.broadinstitute.org/gsea/msigdb/cards/GSE32423_IL7_VS_IL7_IL4_NAIVE_CD8_TCELL_DN	0.18957	0.96871	0.5257	0.80821	1	0.213	0.223	0.168	0.78449	0.129
